130;2025-05-18 12:32:24
120;2025-05-18 17:05:13
60;2025-05-18 13:04:07
60;2025-05-18 13:04:48
48;2025-05-18 22:09:21
45;2025-05-18 17:45:38
40;2025-05-18 16:22:41
30;2025-05-18 13:05:33
30;2025-05-18 13:05:46
30;2025-05-18 15:51:54
30;2025-05-18 21:33:49
15;2025-05-18 21:33:36
15;2025-05-18 21:33:42
0;2025-05-18 12:42:35
0;2025-05-18 12:42:53
0;2025-05-18 15:52:09
0;2025-05-18 17:45:29
0;2025-05-22 20:15:42
